Point,Corner,Qcode,Icode,selQ,selI,Pass/Fail,Vout,Iout,Pout_h1,Vout_h1 mag,Vout_h1 phase,Idd_tran,Idd_avg,PDC,Pout_h1_W,PE
246,nom,192,224,0,1,,,,19.14,2.863,175.1,,252.9e-3,303.4e-3,81.99e-3,27.02
247,nom,192,224,1,0,,,,19.08,2.845,-4.173,,253.1e-3,303.8e-3,80.94e-3,26.65
248,nom,192,224,1,1,,,,18.91,2.789,94.9,,255.1e-3,306.1e-3,77.76e-3,25.4
281,nom,224,224,0,0,,,,19.47,2.974,-89.71,,274.5e-3,329.4e-3,88.45e-3,26.85
282,nom,224,224,0,1,,,,19.58,3.013,180,,276.7e-3,332e-3,90.8e-3,27.35
283,nom,224,224,1,0,,,,19.54,3,777.9e-3,,277.7e-3,333.3e-3,90.01e-3,27.01
284,nom,224,224,1,1,,,,19.57,3.01,90.67,,280.3e-3,336.4e-3,90.58e-3,26.93
317,nom,255,224,0,0,,,,20.1,3.2,-93.12,,299.9e-3,359.8e-3,102.4e-3,28.45
318,nom,255,224,0,1,,,,20.01,3.166,-175.8,,302.2e-3,362.6e-3,100.2e-3,27.65
319,nom,255,224,1,0,,,,19.99,3.159,5.094,,303.9e-3,364.7e-3,99.79e-3,27.36
320,nom,255,224,1,1,,,,20.2,3.237,87.23,,306.7e-3,368.1e-3,104.8e-3,28.46
33,nom,0,255,0,0,,,,17.99,2.51,-42.81,,166.6e-3,199.9e-3,62.98e-3,31.51
34,nom,0,255,0,1,,,,18.09,2.537,137.1,,169.7e-3,203.6e-3,64.37e-3,31.62
35,nom,0,255,1,0,,,,17.99,2.51,-42.85,,166.5e-3,199.8e-3,62.99e-3,31.52
36,nom,0,255,1,1,,,,18.09,2.537,137.1,,169.6e-3,203.6e-3,64.37e-3,31.62
69,nom,32,255,0,0,,,,17.81,2.458,-49.69,,181.2e-3,217.5e-3,60.43e-3,27.79
70,nom,32,255,0,1,,,,18.31,2.602,143.7,,185.7e-3,222.8e-3,67.69e-3,30.38
71,nom,32,255,1,0,,,,18.21,2.573,-36.14,,182.7e-3,219.3e-3,66.22e-3,30.2
72,nom,32,255,1,1,,,,17.91,2.487,130.4,,184.3e-3,221.1e-3,61.85e-3,27.97
105,nom,64,255,0,0,,,,17.81,2.459,-56.71,,197.1e-3,236.5e-3,60.46e-3,25.56
106,nom,64,255,0,1,,,,18.56,2.68,150,,202.3e-3,242.7e-3,71.82e-3,29.59
107,nom,64,255,1,0,,,,18.47,2.651,-29.73,,199.4e-3,239.2e-3,70.28e-3,29.38
108,nom,64,255,1,1,,,,17.92,2.49,123.3,,200.2e-3,240.2e-3,61.99e-3,25.81
141,nom,96,255,0,0,,,,18,2.513,-63.68,,214.1e-3,257e-3,63.15e-3,24.57
142,nom,96,255,0,1,,,,18.85,2.771,156,,219.4e-3,263.3e-3,76.79e-3,29.16
143,nom,96,255,1,0,,,,18.76,2.742,-23.62,,216.8e-3,260.2e-3,75.17e-3,28.89
144,nom,96,255,1,1,,,,18.11,2.544,116.5,,217.7e-3,261.2e-3,64.74e-3,24.78
177,nom,128,255,0,0,,,,18.34,2.613,-70.14,,232.8e-3,279.4e-3,68.29e-3,24.44
178,nom,128,255,0,1,,,,19.17,2.874,161.7,,237.6e-3,285.2e-3,82.6e-3,28.97
179,nom,128,255,1,0,,,,19.08,2.846,-17.78,,235.8e-3,282.9e-3,80.98e-3,28.62
180,nom,128,255,1,1,,,,18.46,2.648,110.1,,236.9e-3,284.3e-3,70.1e-3,24.66
213,nom,160,255,0,0,,,,18.8,2.754,-75.92,,253.5e-3,304.2e-3,75.85e-3,24.94
214,nom,160,255,0,1,,,,19.51,2.988,167,,257.5e-3,309e-3,89.29e-3,28.9
215,nom,160,255,1,0,,,,19.43,2.96,-12.36,,256.2e-3,307.4e-3,87.64e-3,28.51
216,nom,160,255,1,1,,,,18.92,2.791,104.3,,258e-3,309.6e-3,77.92e-3,25.17
249,nom,192,255,0,0,,,,19.33,2.927,-81,,275.8e-3,330.9e-3,85.67e-3,25.89
250,nom,192,255,0,1,,,,19.86,3.113,172,,279.2e-3,335e-3,96.93e-3,28.93
251,nom,192,255,1,0,,,,19.8,3.089,-7.268,,278.6e-3,334.3e-3,95.4e-3,28.54
252,nom,192,255,1,1,,,,19.44,2.967,99.33,,281.3e-3,337.5e-3,88e-3,26.07
285,nom,224,255,0,0,,,,19.89,3.123,-85.38,,300e-3,360e-3,97.53e-3,27.09
286,nom,224,255,0,1,,,,20.23,3.247,176.6,,303e-3,363.6e-3,105.4e-3,29
287,nom,224,255,1,0,,,,20.17,3.226,-2.571,,303.4e-3,364e-3,104.1e-3,28.59
288,nom,224,255,1,1,,,,20.01,3.164,95.01,,306.6e-3,367.9e-3,100.1e-3,27.22
321,nom,255,255,0,0,,,,20.45,3.329,-88.98,,325.5e-3,390.7e-3,110.8e-3,28.37
322,nom,255,255,0,1,,,,20.57,3.377,-179.3,,328.5e-3,394.3e-3,114.1e-3,28.93
323,nom,255,255,1,0,,,,20.53,3.363,1.556,,329.6e-3,395.5e-3,113.1e-3,28.6
324,nom,255,255,1,1,,,,20.55,3.37,91.4,,333.1e-3,399.7e-3,113.6e-3,28.42

