Point,Corner,Qcode,Icode,Pass/Fail,Vout,Iout,Pout_h1,Vout_h1 mag,Vout_h1 phase,Idd_tran,Idd_avg,PDC,Pout_h1_W,PE
170,nom,84,255,,,,17.99,2.51,114,,210.2e-3,252.3e-3,63e-3,24.98
172,nom,85,255,,,,18,2.512,113.7,,210.7e-3,252.9e-3,63.09e-3,24.95
174,nom,86,255,,,,18.01,2.514,113.5,,211.3e-3,253.6e-3,63.19e-3,24.92
176,nom,87,255,,,,18.01,2.516,113.3,,211.9e-3,254.2e-3,63.3e-3,24.9
178,nom,88,255,,,,18.02,2.518,113.1,,212.4e-3,254.9e-3,63.41e-3,24.88
180,nom,89,255,,,,18.03,2.52,112.9,,213e-3,255.6e-3,63.51e-3,24.85
182,nom,90,255,,,,18.04,2.522,112.7,,213.5e-3,256.2e-3,63.61e-3,24.82
184,nom,91,255,,,,18.04,2.524,112.5,,214.1e-3,256.9e-3,63.73e-3,24.81
186,nom,92,255,,,,18.05,2.527,112.3,,214.6e-3,257.6e-3,63.84e-3,24.79
188,nom,93,255,,,,18.06,2.529,112.1,,215.2e-3,258.2e-3,63.95e-3,24.76
190,nom,94,255,,,,18.07,2.531,111.8,,215.8e-3,258.9e-3,64.08e-3,24.75
192,nom,95,255,,,,18.08,2.534,111.6,,216.3e-3,259.6e-3,64.21e-3,24.74
194,nom,96,255,,,,18.09,2.537,111.4,,216.8e-3,260.2e-3,64.35e-3,24.73
196,nom,97,255,,,,18.09,2.539,111.2,,217.4e-3,260.9e-3,64.47e-3,24.71
198,nom,98,255,,,,18.1,2.542,111,,218e-3,261.6e-3,64.6e-3,24.7
200,nom,99,255,,,,18.11,2.544,110.8,,218.5e-3,262.2e-3,64.74e-3,24.69
202,nom,100,255,,,,18.12,2.547,110.6,,219.1e-3,262.9e-3,64.87e-3,24.67
204,nom,101,255,,,,18.13,2.55,110.4,,219.7e-3,263.6e-3,65.01e-3,24.66
206,nom,102,255,,,,18.14,2.552,110.2,,220.2e-3,264.3e-3,65.14e-3,24.65
208,nom,103,255,,,,18.15,2.555,109.9,,220.8e-3,265e-3,65.29e-3,24.64
210,nom,104,255,,,,18.16,2.558,109.7,,221.4e-3,265.7e-3,65.43e-3,24.63
212,nom,105,255,,,,18.17,2.561,109.5,,222e-3,266.4e-3,65.57e-3,24.62
214,nom,106,255,,,,18.18,2.563,109.3,,222.6e-3,267.1e-3,65.71e-3,24.61
216,nom,107,255,,,,18.19,2.566,109.1,,223.1e-3,267.8e-3,65.86e-3,24.6
218,nom,108,255,,,,18.2,2.569,108.9,,223.8e-3,268.5e-3,66e-3,24.58
220,nom,109,255,,,,18.21,2.572,108.7,,224.3e-3,269.2e-3,66.17e-3,24.58
222,nom,110,255,,,,18.22,2.576,108.5,,224.9e-3,269.9e-3,66.34e-3,24.58
224,nom,111,255,,,,18.23,2.579,108.3,,225.4e-3,270.5e-3,66.51e-3,24.58
226,nom,112,255,,,,18.24,2.582,108.1,,226e-3,271.2e-3,66.68e-3,24.58
228,nom,113,255,,,,18.25,2.585,107.9,,226.6e-3,272e-3,66.84e-3,24.58
230,nom,114,255,,,,18.26,2.589,107.7,,227.2e-3,272.7e-3,67.01e-3,24.58
232,nom,115,255,,,,18.27,2.592,107.5,,227.8e-3,273.4e-3,67.18e-3,24.57
234,nom,116,255,,,,18.28,2.595,107.3,,228.4e-3,274.1e-3,67.35e-3,24.57
236,nom,117,255,,,,18.29,2.599,107.1,,229e-3,274.8e-3,67.53e-3,24.57
238,nom,118,255,,,,18.31,2.602,106.9,,229.6e-3,275.5e-3,67.71e-3,24.57
240,nom,119,255,,,,18.32,2.606,106.7,,230.2e-3,276.3e-3,67.89e-3,24.57
242,nom,120,255,,,,18.33,2.609,106.5,,230.8e-3,277e-3,68.07e-3,24.57
244,nom,121,255,,,,18.34,2.613,106.3,,231.4e-3,277.7e-3,68.26e-3,24.58
246,nom,122,255,,,,18.35,2.616,106.1,,232e-3,278.5e-3,68.44e-3,24.58
248,nom,123,255,,,,18.37,2.62,105.9,,232.6e-3,279.2e-3,68.63e-3,24.58
250,nom,124,255,,,,18.38,2.624,105.7,,233.3e-3,279.9e-3,68.83e-3,24.59
252,nom,125,255,,,,18.39,2.627,105.5,,233.9e-3,280.6e-3,69.03e-3,24.6
254,nom,126,255,,,,18.4,2.631,105.3,,234.5e-3,281.4e-3,69.23e-3,24.6
256,nom,127,255,,,,18.42,2.635,105.1,,235.1e-3,282.1e-3,69.43e-3,24.61
258,nom,128,255,,,,18.43,2.639,104.9,,235.7e-3,282.9e-3,69.62e-3,24.61
260,nom,129,255,,,,18.44,2.642,104.7,,236.3e-3,283.6e-3,69.83e-3,24.62
262,nom,130,255,,,,18.45,2.646,104.6,,237e-3,284.4e-3,70.04e-3,24.63
264,nom,131,255,,,,18.47,2.65,104.4,,237.6e-3,285.1e-3,70.24e-3,24.64
266,nom,132,255,,,,18.48,2.654,104.2,,238.2e-3,285.9e-3,70.45e-3,24.65
268,nom,133,255,,,,18.49,2.658,104,,238.9e-3,286.6e-3,70.66e-3,24.65
270,nom,134,255,,,,18.51,2.663,103.8,,239.5e-3,287.4e-3,70.89e-3,24.67
272,nom,135,255,,,,18.52,2.667,103.6,,240.1e-3,288.2e-3,71.11e-3,24.68
274,nom,136,255,,,,18.53,2.671,103.4,,240.7e-3,288.9e-3,71.33e-3,24.69
276,nom,137,255,,,,18.55,2.675,103.2,,241.4e-3,289.6e-3,71.55e-3,24.7
278,nom,138,255,,,,18.56,2.679,103,,242e-3,290.4e-3,71.78e-3,24.72
280,nom,139,255,,,,18.57,2.684,102.9,,242.6e-3,291.2e-3,72.01e-3,24.73
282,nom,140,255,,,,18.59,2.688,102.7,,243.3e-3,291.9e-3,72.24e-3,24.75
284,nom,141,255,,,,18.6,2.692,102.5,,243.9e-3,292.7e-3,72.48e-3,24.76
286,nom,142,255,,,,18.62,2.697,102.3,,244.6e-3,293.5e-3,72.71e-3,24.77
288,nom,143,255,,,,18.63,2.701,102.1,,245.2e-3,294.3e-3,72.95e-3,24.79
290,nom,144,255,,,,18.64,2.705,101.9,,245.9e-3,295.1e-3,73.19e-3,24.8
292,nom,145,255,,,,18.66,2.709,101.8,,246.6e-3,295.9e-3,73.41e-3,24.81
294,nom,146,255,,,,18.67,2.714,101.6,,247.2e-3,296.7e-3,73.65e-3,24.82
296,nom,147,255,,,,18.69,2.718,101.4,,247.9e-3,297.5e-3,73.9e-3,24.84
298,nom,148,255,,,,18.7,2.723,101.2,,248.6e-3,298.3e-3,74.15e-3,24.86
300,nom,149,255,,,,18.72,2.728,101.1,,249.2e-3,299.1e-3,74.4e-3,24.88
302,nom,150,255,,,,18.73,2.732,100.9,,249.9e-3,299.8e-3,74.66e-3,24.9
304,nom,151,255,,,,18.75,2.737,100.7,,250.5e-3,300.6e-3,74.92e-3,24.92
306,nom,152,255,,,,18.76,2.742,100.5,,251.2e-3,301.4e-3,75.19e-3,24.95
308,nom,153,255,,,,18.78,2.747,100.3,,251.8e-3,302.2e-3,75.46e-3,24.97
310,nom,154,255,,,,18.79,2.752,100.2,,252.5e-3,303e-3,75.72e-3,24.99
312,nom,155,255,,,,18.81,2.756,100,,253.2e-3,303.8e-3,75.98e-3,25.01
314,nom,156,255,,,,18.82,2.762,99.83,,253.9e-3,304.6e-3,76.27e-3,25.04
316,nom,157,255,,,,18.84,2.767,99.65,,254.5e-3,305.4e-3,76.54e-3,25.06
318,nom,158,255,,,,18.86,2.772,99.48,,255.2e-3,306.2e-3,76.83e-3,25.09
320,nom,159,255,,,,18.87,2.777,99.31,,255.9e-3,307e-3,77.11e-3,25.11
322,nom,160,255,,,,18.89,2.782,99.14,,256.6e-3,307.9e-3,77.39e-3,25.14
324,nom,161,255,,,,18.9,2.787,98.97,,257.2e-3,308.7e-3,77.65e-3,25.15
326,nom,162,255,,,,18.92,2.792,98.8,,257.9e-3,309.5e-3,77.93e-3,25.18
328,nom,163,255,,,,18.93,2.796,98.64,,258.6e-3,310.3e-3,78.2e-3,25.2
330,nom,164,255,,,,18.95,2.801,98.47,,259.3e-3,311.1e-3,78.48e-3,25.22
332,nom,165,255,,,,18.96,2.806,98.31,,260e-3,312e-3,78.75e-3,25.24
334,nom,166,255,,,,18.98,2.811,98.15,,260.7e-3,312.8e-3,79.04e-3,25.27
336,nom,167,255,,,,18.99,2.816,97.98,,261.4e-3,313.7e-3,79.32e-3,25.29
338,nom,168,255,,,,19.01,2.822,97.82,,262.1e-3,314.5e-3,79.61e-3,25.32
340,nom,169,255,,,,19.03,2.827,97.66,,262.8e-3,315.3e-3,79.92e-3,25.35
342,nom,170,255,,,,19.04,2.832,97.5,,263.5e-3,316.1e-3,80.2e-3,25.37
344,nom,171,255,,,,19.06,2.837,97.33,,264.1e-3,317e-3,80.51e-3,25.4
346,nom,172,255,,,,19.08,2.843,97.17,,264.9e-3,317.8e-3,80.82e-3,25.43
348,nom,173,255,,,,19.09,2.849,97.01,,265.5e-3,318.7e-3,81.14e-3,25.46
350,nom,174,255,,,,19.11,2.854,96.84,,266.2e-3,319.5e-3,81.45e-3,25.49
352,nom,175,255,,,,19.13,2.859,96.68,,266.9e-3,320.3e-3,81.76e-3,25.52
354,nom,176,255,,,,19.14,2.865,96.52,,267.6e-3,321.2e-3,82.08e-3,25.56
356,nom,177,255,,,,19.16,2.87,96.37,,268.3e-3,322e-3,82.39e-3,25.59
358,nom,178,255,,,,19.18,2.876,96.21,,269.1e-3,322.9e-3,82.71e-3,25.62
360,nom,179,255,,,,19.19,2.882,96.06,,269.8e-3,323.7e-3,83.03e-3,25.65
362,nom,180,255,,,,19.21,2.887,95.9,,270.5e-3,324.6e-3,83.35e-3,25.68
364,nom,181,255,,,,19.23,2.893,95.75,,271.2e-3,325.5e-3,83.67e-3,25.7
366,nom,182,255,,,,19.24,2.898,95.59,,272e-3,326.4e-3,83.99e-3,25.74
368,nom,183,255,,,,19.26,2.904,95.44,,272.7e-3,327.2e-3,84.32e-3,25.77
370,nom,184,255,,,,19.28,2.909,95.28,,273.4e-3,328.1e-3,84.65e-3,25.8
372,nom,185,255,,,,19.29,2.915,95.13,,274.2e-3,329e-3,84.97e-3,25.83
374,nom,186,255,,,,19.31,2.921,94.98,,274.9e-3,329.9e-3,85.31e-3,25.86
376,nom,187,255,,,,19.33,2.927,94.83,,275.6e-3,330.8e-3,85.66e-3,25.9
378,nom,188,255,,,,19.34,2.932,94.68,,276.4e-3,331.6e-3,85.99e-3,25.93
380,nom,189,255,,,,19.36,2.938,94.52,,277.1e-3,332.5e-3,86.31e-3,25.96
382,nom,190,255,,,,19.38,2.944,94.38,,277.9e-3,333.4e-3,86.66e-3,25.99
384,nom,191,255,,,,19.39,2.949,94.23,,278.6e-3,334.3e-3,86.99e-3,26.02
386,nom,192,255,,,,19.41,2.955,94.08,,279.4e-3,335.2e-3,87.31e-3,26.04
388,nom,193,255,,,,19.43,2.961,93.93,,280.1e-3,336.1e-3,87.67e-3,26.08
390,nom,194,255,,,,19.45,2.967,93.79,,280.8e-3,337e-3,88.04e-3,26.13
392,nom,195,255,,,,19.46,2.973,93.64,,281.6e-3,337.9e-3,88.4e-3,26.16
394,nom,196,255,,,,19.48,2.979,93.5,,282.3e-3,338.8e-3,88.73e-3,26.19
396,nom,197,255,,,,19.5,2.985,93.36,,283.1e-3,339.7e-3,89.08e-3,26.22
398,nom,198,255,,,,19.51,2.99,93.22,,283.9e-3,340.6e-3,89.43e-3,26.25
400,nom,199,255,,,,19.53,2.996,93.07,,284.6e-3,341.5e-3,89.79e-3,26.29
402,nom,200,255,,,,19.55,3.003,92.93,,285.4e-3,342.4e-3,90.15e-3,26.33
404,nom,201,255,,,,19.57,3.009,92.79,,286.1e-3,343.3e-3,90.51e-3,26.36
406,nom,202,255,,,,19.59,3.015,92.65,,286.9e-3,344.3e-3,90.89e-3,26.4
408,nom,203,255,,,,19.6,3.021,92.51,,287.6e-3,345.2e-3,91.25e-3,26.44
410,nom,204,255,,,,19.62,3.027,92.37,,288.4e-3,346.1e-3,91.62e-3,26.47
412,nom,205,255,,,,19.64,3.033,92.24,,289.2e-3,347e-3,92e-3,26.51
414,nom,206,255,,,,19.66,3.04,92.1,,290e-3,348e-3,92.39e-3,26.55
416,nom,207,255,,,,19.67,3.046,91.96,,290.7e-3,348.9e-3,92.77e-3,26.59
418,nom,208,255,,,,19.69,3.052,91.82,,291.5e-3,349.8e-3,93.16e-3,26.63
420,nom,209,255,,,,19.71,3.058,91.69,,292.3e-3,350.8e-3,93.54e-3,26.67
422,nom,210,255,,,,19.73,3.065,91.55,,293.1e-3,351.7e-3,93.93e-3,26.71
424,nom,211,255,,,,19.75,3.071,91.42,,293.9e-3,352.6e-3,94.31e-3,26.74
426,nom,212,255,,,,19.76,3.077,91.29,,294.7e-3,353.6e-3,94.7e-3,26.78
428,nom,213,255,,,,19.78,3.084,91.15,,295.4e-3,354.5e-3,95.09e-3,26.82
430,nom,214,255,,,,19.8,3.09,91.02,,296.2e-3,355.4e-3,95.5e-3,26.87
432,nom,215,255,,,,19.82,3.097,90.89,,297e-3,356.4e-3,95.9e-3,26.91
434,nom,216,255,,,,19.84,3.103,90.76,,297.8e-3,357.3e-3,96.29e-3,26.95
436,nom,217,255,,,,19.85,3.11,90.63,,298.5e-3,358.2e-3,96.69e-3,26.99
438,nom,218,255,,,,19.87,3.116,90.49,,299.3e-3,359.2e-3,97.1e-3,27.04
440,nom,219,255,,,,19.89,3.122,90.36,,300.1e-3,360.1e-3,97.48e-3,27.07
442,nom,220,255,,,,19.91,3.128,90.23,,300.9e-3,361.1e-3,97.86e-3,27.1
444,nom,221,255,,,,19.92,3.134,90.11,,301.7e-3,362e-3,98.25e-3,27.14
446,nom,222,255,,,,19.94,3.141,89.97,,302.5e-3,363e-3,98.66e-3,27.18
448,nom,223,255,,,,19.96,3.147,89.84,,303.3e-3,364e-3,99.06e-3,27.22
450,nom,224,255,,,,19.98,3.154,89.72,,304.1e-3,364.9e-3,99.46e-3,27.26
452,nom,225,255,,,,19.99,3.16,89.6,,304.8e-3,365.8e-3,99.85e-3,27.3
454,nom,226,255,,,,20.01,3.166,89.47,,305.7e-3,366.8e-3,100.3e-3,27.33
456,nom,227,255,,,,20.03,3.173,89.35,,306.5e-3,367.8e-3,100.7e-3,27.37
458,nom,228,255,,,,20.05,3.179,89.22,,307.3e-3,368.7e-3,101.1e-3,27.41
460,nom,229,255,,,,20.07,3.186,89.1,,308.1e-3,369.7e-3,101.5e-3,27.46
462,nom,230,255,,,,20.08,3.193,88.98,,308.9e-3,370.7e-3,101.9e-3,27.49
464,nom,231,255,,,,20.1,3.199,88.85,,309.8e-3,371.7e-3,102.3e-3,27.53
466,nom,232,255,,,,20.12,3.206,88.73,,310.6e-3,372.7e-3,102.8e-3,27.57
468,nom,233,255,,,,20.14,3.212,88.61,,311.4e-3,373.7e-3,103.2e-3,27.61
470,nom,234,255,,,,20.15,3.219,88.49,,312.2e-3,374.7e-3,103.6e-3,27.65
472,nom,235,255,,,,20.17,3.225,88.37,,313e-3,375.7e-3,104e-3,27.69
474,nom,236,255,,,,20.19,3.232,88.25,,313.9e-3,376.7e-3,104.4e-3,27.73
476,nom,237,255,,,,20.21,3.239,88.12,,314.7e-3,377.6e-3,104.9e-3,27.77
478,nom,238,255,,,,20.23,3.245,88.01,,315.5e-3,378.6e-3,105.3e-3,27.82
480,nom,239,255,,,,20.24,3.252,87.89,,316.3e-3,379.6e-3,105.8e-3,27.86
482,nom,240,255,,,,20.26,3.258,87.77,,317.2e-3,380.6e-3,106.1e-3,27.89
484,nom,241,255,,,,20.28,3.264,87.66,,318e-3,381.6e-3,106.6e-3,27.93
486,nom,242,255,,,,20.29,3.271,87.54,,318.8e-3,382.6e-3,107e-3,27.97
488,nom,243,255,,,,20.31,3.278,87.43,,319.7e-3,383.7e-3,107.5e-3,28.02
490,nom,244,255,,,,20.33,3.285,87.31,,320.6e-3,384.7e-3,107.9e-3,28.05
492,nom,245,255,,,,20.35,3.292,87.2,,321.4e-3,385.6e-3,108.3e-3,28.09
494,nom,246,255,,,,20.37,3.298,87.09,,322.2e-3,386.7e-3,108.8e-3,28.14
496,nom,247,255,,,,20.38,3.305,86.97,,323.1e-3,387.7e-3,109.3e-3,28.18
498,nom,248,255,,,,20.4,3.312,86.86,,323.9e-3,388.7e-3,109.7e-3,28.22
500,nom,249,255,,,,20.42,3.319,86.76,,324.8e-3,389.8e-3,110.2e-3,28.26
502,nom,250,255,,,,20.44,3.326,86.65,,325.7e-3,390.8e-3,110.6e-3,28.31
504,nom,251,255,,,,20.46,3.334,86.54,,326.6e-3,392e-3,111.1e-3,28.35
506,nom,252,255,,,,20.48,3.34,86.43,,327.5e-3,393e-3,111.6e-3,28.39
508,nom,253,255,,,,20.49,3.347,86.32,,328.3e-3,394e-3,112e-3,28.43
510,nom,254,255,,,,20.51,3.354,86.21,,329.2e-3,395e-3,112.5e-3,28.47
512,nom,255,255,,,,20.53,3.36,86.1,,330e-3,396e-3,112.9e-3,28.51

