Point,Corner,Qcode,Icode,Pass/Fail,Vout,Iout,Pout_h1,Vout_h1 mag,Vout_h1 phase,Idd_tran,Idd_avg,PDC,Pout_h1_W,PE
298,nom,148,255,,,,18.43,2.64,115.6,,317.3e-3,380.7e-3,69.7e-3,18.31
300,nom,149,255,,,,18.45,2.645,115.4,,318.2e-3,381.8e-3,69.96e-3,18.32
302,nom,150,255,,,,18.46,2.65,115.3,,319.1e-3,382.9e-3,70.22e-3,18.34
304,nom,151,255,,,,18.48,2.655,115.1,,320e-3,384e-3,70.49e-3,18.36
306,nom,152,255,,,,18.5,2.66,114.9,,320.8e-3,385e-3,70.77e-3,18.38
308,nom,153,255,,,,18.52,2.666,114.7,,321.7e-3,386.1e-3,71.05e-3,18.4
310,nom,154,255,,,,18.53,2.67,114.5,,322.7e-3,387.2e-3,71.31e-3,18.42
312,nom,155,255,,,,18.55,2.675,114.4,,323.6e-3,388.3e-3,71.57e-3,18.43
314,nom,156,255,,,,18.56,2.68,114.2,,324.5e-3,389.4e-3,71.85e-3,18.45
316,nom,157,255,,,,18.58,2.686,114,,325.4e-3,390.5e-3,72.12e-3,18.47
318,nom,158,255,,,,18.6,2.691,113.8,,326.4e-3,391.6e-3,72.41e-3,18.49
320,nom,159,255,,,,18.61,2.696,113.7,,327.3e-3,392.8e-3,72.68e-3,18.5
322,nom,160,255,,,,18.63,2.701,113.5,,328.2e-3,393.9e-3,72.96e-3,18.52
324,nom,161,255,,,,18.65,2.706,113.3,,329.2e-3,395e-3,73.25e-3,18.54
326,nom,162,255,,,,18.66,2.712,113.1,,330.1e-3,396.1e-3,73.53e-3,18.56
328,nom,163,255,,,,18.68,2.717,113,,331.1e-3,397.3e-3,73.83e-3,18.58
330,nom,164,255,,,,18.7,2.722,112.8,,332e-3,398.4e-3,74.12e-3,18.6
332,nom,165,255,,,,18.72,2.728,112.6,,333e-3,399.6e-3,74.4e-3,18.62
334,nom,166,255,,,,18.73,2.733,112.5,,333.9e-3,400.7e-3,74.69e-3,18.64
336,nom,167,255,,,,18.75,2.738,112.3,,334.9e-3,401.8e-3,74.98e-3,18.66
338,nom,168,255,,,,18.77,2.744,112.1,,335.8e-3,403e-3,75.28e-3,18.68
340,nom,169,255,,,,18.78,2.749,112,,336.8e-3,404.2e-3,75.58e-3,18.7
342,nom,170,255,,,,18.8,2.755,111.8,,337.8e-3,405.3e-3,75.88e-3,18.72
344,nom,171,255,,,,18.82,2.76,111.7,,338.8e-3,406.5e-3,76.18e-3,18.74
346,nom,172,255,,,,18.84,2.766,111.5,,339.7e-3,407.7e-3,76.48e-3,18.76
348,nom,173,255,,,,18.85,2.771,111.3,,340.7e-3,408.8e-3,76.8e-3,18.79
350,nom,174,255,,,,18.87,2.777,111.2,,341.7e-3,410e-3,77.11e-3,18.81
352,nom,175,255,,,,18.89,2.783,111,,342.7e-3,411.2e-3,77.42e-3,18.83
354,nom,176,255,,,,18.91,2.788,110.8,,343.7e-3,412.4e-3,77.73e-3,18.85
356,nom,177,255,,,,18.92,2.794,110.7,,344.6e-3,413.6e-3,78.05e-3,18.87
358,nom,178,255,,,,18.94,2.799,110.5,,345.6e-3,414.8e-3,78.36e-3,18.89
360,nom,179,255,,,,18.96,2.805,110.4,,346.7e-3,416e-3,78.68e-3,18.91
362,nom,180,255,,,,18.98,2.81,110.2,,347.7e-3,417.3e-3,78.98e-3,18.93
364,nom,181,255,,,,18.99,2.816,110.1,,348.7e-3,418.5e-3,79.3e-3,18.95
366,nom,182,255,,,,19.01,2.822,109.9,,349.7e-3,419.7e-3,79.63e-3,18.97
368,nom,183,255,,,,19.03,2.828,109.7,,350.7e-3,420.9e-3,79.96e-3,19
370,nom,184,255,,,,19.05,2.834,109.6,,351.7e-3,422.1e-3,80.29e-3,19.02
372,nom,185,255,,,,19.06,2.839,109.4,,352.8e-3,423.3e-3,80.62e-3,19.05
374,nom,186,255,,,,19.08,2.845,109.3,,353.8e-3,424.5e-3,80.96e-3,19.07
376,nom,187,255,,,,19.1,2.851,109.1,,354.8e-3,425.8e-3,81.3e-3,19.1
378,nom,188,255,,,,19.12,2.858,109,,355.8e-3,427e-3,81.66e-3,19.13
380,nom,189,255,,,,19.14,2.863,108.8,,356.9e-3,428.2e-3,81.99e-3,19.15
382,nom,190,255,,,,19.16,2.87,108.7,,357.9e-3,429.5e-3,82.34e-3,19.17
384,nom,191,255,,,,19.17,2.875,108.5,,358.9e-3,430.7e-3,82.68e-3,19.2
386,nom,192,255,,,,19.19,2.882,108.4,,360e-3,432e-3,83.03e-3,19.22
388,nom,193,255,,,,19.21,2.888,108.2,,361e-3,433.2e-3,83.39e-3,19.25
390,nom,194,255,,,,19.23,2.894,108.1,,362.1e-3,434.5e-3,83.74e-3,19.27
392,nom,195,255,,,,19.25,2.9,107.9,,363.1e-3,435.8e-3,84.08e-3,19.29
394,nom,196,255,,,,19.26,2.906,107.8,,364.2e-3,437e-3,84.43e-3,19.32
396,nom,197,255,,,,19.28,2.912,107.7,,365.3e-3,438.3e-3,84.79e-3,19.34
398,nom,198,255,,,,19.3,2.918,107.5,,366.3e-3,439.6e-3,85.15e-3,19.37
400,nom,199,255,,,,19.32,2.924,107.4,,367.4e-3,440.9e-3,85.52e-3,19.4
402,nom,200,255,,,,19.34,2.931,107.2,,368.4e-3,442.1e-3,85.89e-3,19.43
404,nom,201,255,,,,19.36,2.937,107.1,,369.5e-3,443.4e-3,86.24e-3,19.45
406,nom,202,255,,,,19.38,2.943,106.9,,370.6e-3,444.7e-3,86.64e-3,19.48
408,nom,203,255,,,,19.4,2.95,106.8,,371.7e-3,446e-3,87e-3,19.51
410,nom,204,255,,,,19.41,2.956,106.7,,372.7e-3,447.3e-3,87.37e-3,19.53
412,nom,205,255,,,,19.43,2.962,106.5,,373.9e-3,448.7e-3,87.71e-3,19.55
414,nom,206,255,,,,19.45,2.968,106.4,,375e-3,450e-3,88.08e-3,19.57
416,nom,207,255,,,,19.47,2.974,106.3,,376.1e-3,451.3e-3,88.46e-3,19.6
418,nom,208,255,,,,19.49,2.982,106.1,,377.1e-3,452.5e-3,88.91e-3,19.65
420,nom,209,255,,,,19.51,2.988,106,,378.2e-3,453.8e-3,89.26e-3,19.67
422,nom,210,255,,,,19.52,2.994,105.8,,379.3e-3,455.2e-3,89.62e-3,19.69
424,nom,211,255,,,,19.54,3,105.7,,380.4e-3,456.5e-3,90.01e-3,19.72
426,nom,212,255,,,,19.56,3.007,105.6,,381.5e-3,457.8e-3,90.4e-3,19.74
428,nom,213,255,,,,19.58,3.013,105.4,,382.7e-3,459.2e-3,90.8e-3,19.77
430,nom,214,255,,,,19.6,3.019,105.3,,383.8e-3,460.5e-3,91.17e-3,19.8
432,nom,215,255,,,,19.62,3.026,105.2,,384.9e-3,461.9e-3,91.55e-3,19.82
434,nom,216,255,,,,19.64,3.033,105,,386e-3,463.2e-3,91.98e-3,19.86
436,nom,217,255,,,,19.66,3.04,104.9,,387.1e-3,464.5e-3,92.39e-3,19.89
438,nom,218,255,,,,19.67,3.046,104.8,,388.3e-3,465.9e-3,92.75e-3,19.91
440,nom,219,255,,,,19.69,3.052,104.7,,389.4e-3,467.3e-3,93.12e-3,19.93
442,nom,220,255,,,,19.71,3.059,104.5,,390.5e-3,468.6e-3,93.57e-3,19.97
444,nom,221,255,,,,19.73,3.065,104.4,,391.7e-3,470e-3,93.92e-3,19.98
446,nom,222,255,,,,19.75,3.072,104.3,,392.8e-3,471.4e-3,94.36e-3,20.02
448,nom,223,255,,,,19.77,3.079,104.1,,393.9e-3,472.7e-3,94.81e-3,20.06
450,nom,224,255,,,,19.79,3.086,104,,395.1e-3,474.1e-3,95.21e-3,20.08
452,nom,225,255,,,,19.81,3.092,103.9,,396.2e-3,475.5e-3,95.61e-3,20.11
454,nom,226,255,,,,19.82,3.098,103.8,,397.4e-3,476.9e-3,96e-3,20.13
456,nom,227,255,,,,19.84,3.105,103.6,,398.6e-3,478.3e-3,96.4e-3,20.16
458,nom,228,255,,,,19.86,3.112,103.5,,399.7e-3,479.7e-3,96.83e-3,20.19
460,nom,229,255,,,,19.88,3.118,103.4,,401e-3,481.2e-3,97.21e-3,20.2
462,nom,230,255,,,,19.9,3.125,103.3,,402.1e-3,482.6e-3,97.63e-3,20.23
464,nom,231,255,,,,19.91,3.131,103.2,,403.3e-3,484e-3,98.02e-3,20.25
466,nom,232,255,,,,19.93,3.138,103,,404.5e-3,485.4e-3,98.44e-3,20.28
468,nom,233,255,,,,19.95,3.145,102.9,,405.6e-3,486.7e-3,98.94e-3,20.33
470,nom,234,255,,,,19.97,3.15,102.8,,406.8e-3,488.2e-3,99.24e-3,20.33
472,nom,235,255,,,,19.99,3.159,102.7,,408.1e-3,489.7e-3,99.78e-3,20.38
474,nom,236,255,,,,20.01,3.164,102.5,,409.2e-3,491.1e-3,100.1e-3,20.39
476,nom,237,255,,,,20.02,3.171,102.4,,410.4e-3,492.5e-3,100.6e-3,20.42
478,nom,238,255,,,,20.04,3.178,102.3,,411.6e-3,493.9e-3,101e-3,20.45
480,nom,239,255,,,,20.06,3.185,102.2,,412.8e-3,495.4e-3,101.5e-3,20.48
482,nom,240,255,,,,20.08,3.192,102.1,,414e-3,496.8e-3,101.9e-3,20.51
484,nom,241,255,,,,20.1,3.198,101.9,,415.3e-3,498.3e-3,102.3e-3,20.53
486,nom,242,255,,,,20.12,3.205,101.8,,416.5e-3,499.8e-3,102.7e-3,20.56
488,nom,243,255,,,,20.14,3.213,101.7,,417.8e-3,501.3e-3,103.2e-3,20.59
490,nom,244,255,,,,20.16,3.22,101.6,,419e-3,502.8e-3,103.7e-3,20.62
492,nom,245,255,,,,20.17,3.227,101.5,,420.2e-3,504.2e-3,104.1e-3,20.65
494,nom,246,255,,,,20.19,3.233,101.4,,421.5e-3,505.7e-3,104.5e-3,20.67
496,nom,247,255,,,,20.21,3.24,101.3,,422.7e-3,507.2e-3,105e-3,20.69
498,nom,248,255,,,,20.23,3.246,101.2,,423.9e-3,508.7e-3,105.4e-3,20.72
500,nom,249,255,,,,20.25,3.254,101,,425.2e-3,510.2e-3,105.9e-3,20.75
502,nom,250,255,,,,20.27,3.261,100.9,,426.4e-3,511.7e-3,106.4e-3,20.79
504,nom,251,255,,,,20.28,3.268,100.8,,427.6e-3,513.1e-3,106.8e-3,20.81
506,nom,252,255,,,,20.3,3.274,100.7,,428.9e-3,514.7e-3,107.2e-3,20.83
508,nom,253,255,,,,20.32,3.281,100.6,,430.2e-3,516.2e-3,107.7e-3,20.86
510,nom,254,255,,,,20.34,3.289,100.5,,431.4e-3,517.7e-3,108.1e-3,20.89
512,nom,255,255,,,,20.36,3.295,100.4,,432.7e-3,519.2e-3,108.6e-3,20.92

